slot_index,data_rate_gbps
0,2.087184
1,0.061312
2,0.0
3,4.726372
4,0.061312
5,4.160544000000001
6,6.410970000000001
7,6.7997320000000006
8,0.525252
9,3.689692
10,3.689692
11,6.7997320000000006
12,6.7997320000000006
13,3.642204
14,0.013824
15,2.6391880000000003
16,4.778204
17,6.7997320000000006
18,6.318416000000001
19,3.642204
20,0.013824
21,0.175104
22,0.08064
23,0.205312
24,4.295584
25,3.1782640000000004
26,6.7997320000000006
27,3.642204
28,5.763052000000001
29,6.281394
30,0.0
31,2.26425
32,6.7997320000000006
33,6.281392000000001
34,2.605524
35,0.013824
36,6.7997320000000006
37,6.7997320000000006
38,6.7997320000000006
39,4.724644
40,0.001728
41,0.013824
42,6.7997320000000006
43,0.013824
44,0.061312
45,4.699876
46,0.013824
47,1.595788
48,5.812138
49,7.564022
50,5.318566
51,0.577412
52,2.336274
53,2.369938
54,4.461986
55,1.337738
56,1.562124
57,0.577412
58,6.573876
59,3.415962
60,1.820174
61,0.013824
62,0.154944
63,0.175104
64,0.202432
65,0.603908
66,1.813262
67,0.020736
68,2.402194
69,3.157912
70,3.415962
71,3.172504
72,0.006912
73,0.013824
74,3.758364
75,6.268338
76,2.383762
77,0.013824
78,1.079688
79,4.720036
80,1.595788
81,2.852374
82,2.19022
83,3.171738
84,0.271874
85,0.061312
86,1.859022
87,0.52474
88,1.867662
89,3.415962
90,1.867662
91,1.820174
92,2.917026
93,0.52474
94,1.867662
95,3.157912
96,3.179416
97,1.867662
98,2.329362
99,0.020736
100,6.057776
101,2.954522
102,0.690118
103,0.006912
104,0.013824
105,0.175104
106,0.154944
107,0.207472
108,0.095296
109,0.061312
110,0.061312
111,0.047488
112,0.061312
113,0.013824
114,0.061312
115,0.013824
116,0.047488
117,0.061312
118,0.061312
119,0.013824
120,0.061312
121,0.061312
122,0.013824
123,0.047488
124,0.068224
125,0.020736
126,0.061312
127,0.061312
128,0.013824
129,0.061312
130,0.013824
131,0.047488
132,0.061312
133,0.061312
134,0.075136
135,0.061312
136,0.061312
137,0.061312
138,0.061312
139,0.013824
140,0.013824
141,0.047488
142,0.061312
143,0.061312
144,0.061312
145,0.013824
146,0.013824
147,0.175104
148,0.06048
149,0.205312
150,0.167296
151,0.069952
152,0.061312
153,0.013824
154,0.061312
155,0.061312
156,0.0
157,0.061312
158,0.061312
159,0.122624
160,0.013824
161,0.013824
162,0.061312
163,0.061312
164,0.061312
165,0.0544
166,0.006912
167,0.013824
168,0.061312
169,0.013824
170,0.061312
171,0.054976
172,0.013824
173,0.047488
174,0.061312
175,0.061312
176,0.075136
177,0.061312
178,0.013824
179,0.047488
180,0.075136
181,0.047488
182,0.013824
183,0.061312
184,0.122624
185,0.061312
186,0.012096
187,0.015552
188,0.134784
189,0.175104
190,0.222592
191,0.087808
192,0.006912
193,0.020736
194,0.061312
195,0.061312
196,0.061312
197,0.0544
198,0.006912
199,0.013824
200,0.1088
201,0.075136
202,0.061312
203,0.013824
204,0.047488
205,0.061312
206,0.061312
207,0.013824
208,0.061312
209,0.075136
210,0.013824
211,0.061312
212,0.047488
213,0.013824
214,0.061312
215,0.061312
216,0.061312
217,0.0
218,0.061312
219,0.013824
220,0.061312
221,0.061312
222,0.061312
223,0.061312
224,0.006912
225,0.020736
226,0.122624
227,0.061312
228,0.0544
229,0.006912
230,0.013824
231,0.175104
232,0.134784
233,0.207472
234,0.09472
235,0.082048
236,0.061312
237,0.047488
238,0.061312
239,0.013824
240,0.061312
241,0.013824
242,0.047488
243,0.061312
244,0.061312
245,0.013824
246,0.061312
247,0.061312
248,0.013824
249,0.047488
250,0.068224
251,0.020736
252,0.061312
253,0.061312
254,0.013824
255,0.061312
256,0.013824
257,0.047488
258,0.061312
259,0.061312
260,0.075136
261,0.061312
262,0.061312
263,0.061312
264,0.061312
265,0.013824
266,0.013824
267,0.047488
268,0.061312
269,0.061312
270,0.061312
271,0.013824
272,0.013824
273,0.175104
274,0.06048
275,0.185152
276,0.182272
277,0.075136
278,0.061312
279,0.013824
280,0.061312
281,0.059584
282,0.001728
283,0.061312
284,0.061312
285,0.122624
286,0.013824
287,0.013824
288,0.061312
289,0.061312
290,0.061312
291,0.0544
292,0.006912
293,0.013824
294,0.061312
295,0.013824
296,0.061312
297,0.0544
298,0.0144
299,0.047488
300,0.061312
301,0.061312
302,0.075136
303,0.061312
304,0.013824
305,0.047488
306,0.075136
307,0.047488
308,0.013824
309,0.061312
310,0.075136
311,0.061312
312,0.059584
313,0.015552
314,0.114624
315,0.175104
316,0.222592
317,0.107968
318,0.006912
319,0.020736
320,0.061312
321,0.061312
322,0.047488
323,0.066496
324,0.00864
325,0.013824
326,0.1088
327,0.075136
328,0.059584
329,0.015552
330,0.047488
331,0.061312
332,0.061312
333,0.013824
334,0.059584
335,0.076864
336,0.013824
337,0.061312
338,0.047488
339,0.013824
340,0.061312
341,0.061312
342,0.061312
343,0.0
344,0.061312
345,0.013824
346,0.061312
347,0.061312
348,0.061312
349,0.013824
350,0.0544
351,0.020736
352,0.061312
353,0.122624
354,0.0544
355,0.006912
356,0.013824
357,0.175104
358,0.114624
359,0.207472
360,0.11488
361,0.068224
362,0.061312
363,0.061312
364,0.061312
365,0.013824
366,0.061312
367,0.013824
368,0.047488
369,0.061312
370,0.061312
371,0.013824
372,0.061312
373,0.061312
374,0.013824
375,0.047488
376,0.061312
377,0.027648
378,0.061312
379,0.061312
380,0.013824
381,0.0544
382,0.020736
383,0.047488
384,0.061312
385,0.061312
386,0.075136
387,0.061312
388,0.013824
389,0.061312
390,0.061312
391,0.061312
392,0.013824
393,0.047488
394,0.013824
395,0.061312
396,0.061312
397,0.061312
398,0.013824
399,0.154944
400,0.06048
401,0.185152
402,0.202432
403,0.075136
404,0.061312
405,0.013824
406,0.047488
407,0.073408
408,0.001728
409,0.061312
410,0.061312
411,0.122624
412,0.013824
413,0.013824
414,0.061312
415,0.061312
416,0.061312
417,0.0544
418,0.006912
419,0.013824
420,0.061312
421,0.013824
422,0.061312
423,0.0544
424,0.0144
425,0.047488
426,0.013824
427,0.1088
428,0.075136
429,0.013824
430,0.061312
431,0.047488
432,0.075136
433,0.047488
434,0.013824
435,0.013824
436,0.122624
437,0.061312
438,0.0544
439,0.006912
440,0.094464
441,0.175104
442,0.222592
443,0.141952
444,0.006912
445,0.006912
446,0.061312
447,0.061312
448,0.061312
449,0.061312
450,0.013824
451,0.013824
452,0.061312
453,0.122624
454,0.0544
455,0.020736
456,0.047488
457,0.061312
458,0.061312
459,0.013824
460,0.0544
461,0.082048
462,0.013824
463,0.061312
464,0.047488
465,0.013824
466,0.061312
467,0.061312
468,0.013824
469,0.047488
470,0.061312
471,0.013824
472,0.061312
473,0.061312
474,0.061312
475,0.013824
476,0.052672
477,0.022464
478,0.061312
479,0.1088
480,0.066496
481,0.00864
482,0.013824
483,0.175104
484,0.08064
485,0.207472
486,0.147136
487,0.069952
488,0.061312
489,0.061312
490,0.061312
491,0.013824
492,0.061312
493,0.013824
494,0.047488
495,0.061312
496,0.061312
497,0.013824
498,0.061312
499,0.061312
500,0.013824
501,0.047488
502,0.061312
503,0.013824
504,0.075136
505,0.061312
506,0.013824
507,0.0544
508,0.020736
509,0.047488
510,0.061312
511,0.061312
512,0.075136
513,0.061312
514,0.013824
515,0.061312
516,0.061312
517,0.061312
518,0.013824
519,0.047488
520,0.013824
521,0.061312
522,0.061312
523,0.059584
524,0.015552
525,0.154944
526,0.06048
527,0.182272
528,0.205312
529,0.075136
530,0.061312
531,0.013824
532,0.047488
533,0.068224
534,0.006912
535,0.061312
536,0.061312
537,0.122624
538,0.013824
539,0.013824
540,0.061312
541,0.061312
542,0.061312
543,0.0544
544,0.006912
545,0.013824
546,0.061312
547,0.013824
548,0.061312
549,0.0544
550,0.0144
551,0.047488
552,0.013824
553,0.1088
554,0.075136
555,0.013824
556,0.061312
557,0.047488
558,0.075136
559,0.047488
560,0.013824
561,0.013824
562,2.961176
563,3.415962
564,2.6349
565,0.006912
566,0.094464
567,0.175104
568,0.222592
569,0.141952
570,1.811534
571,0.52474
572,1.609612
573,3.176344
574,3.157912
575,3.179416
576,1.046024
577,0.013824
578,2.936726
579,6.057776
580,3.40905
581,0.020736
582,0.047488
583,3.415962
584,3.415962
585,2.336274
586,3.215508
587,0.020736
588,3.429788
589,0.061312
590,0.821638
591,1.562124
592,1.609612
593,6.770612
594,5.174824
595,3.144088
596,4.75782
597,3.110424
598,1.609612
599,6.254512
600,6.29752
601,5.174824
602,3.660188
603,1.575948
604,4.706212
605,6.240688
606,6.770612
607,1.562124
608,0.013824
609,0.175104
610,0.08064
611,0.207472
612,3.238552
613,4.203936
614,6.770612
615,3.674012
616,6.770612
617,4.658724
618,0.061312
619,5.690924
620,3.144088
621,4.24172
622,6.770612
623,4.179488
624,0.013824
625,6.29752
626,5.738412
627,3.144088
628,5.812138
629,3.110424
630,6.784438
631,0.061312
632,0.013824
633,4.1832
634,0.536836
635,2.10472
636,6.238384
637,6.38353
638,3.117336
639,0.57562
640,2.32821
641,3.14716
642,3.404314
643,5.218792
644,0.015552
645,1.595788
646,4.142624
647,6.296263999999999
648,3.690652
649,2.89295
650,0.020736
651,0.134784
652,0.06048
653,0.202432
654,0.979462
655,1.623436
656,3.415962
657,2.594324
658,2.111888
659,4.455074
660,0.006912
661,0.061312
662,3.22242
663,6.784438
664,2.383762
665,0.013824
666,2.125712
667,3.415962
668,3.415962
669,3.40905
670,0.264962
671,0.013824
672,2.125712
673,1.304074
674,0.061312
675,1.859022
676,0.518404
677,0.061312
678,2.852374
679,3.758364
680,5.75051
681,0.015552
682,2.375698
683,1.590412
684,3.404314
685,3.148056
686,2.076496
687,0.015552
688,6.037168
689,3.404314
690,2.890262
691,0.006912
692,0.094464
693,0.175104
694,0.222592
695,0.141952
696,1.805262
697,0.522948
698,1.347082
699,3.170008
700,3.157912
701,3.179416
702,1.304074
703,0.013824
704,2.678676
705,2.592986
706,0.48218
707,0.020736
708,0.047488
709,0.013824
710,0.1088
711,0.013824
712,0.0544
713,0.020736
714,0.061312
715,0.061312
716,0.061312
717,0.013824
718,0.577412
719,3.415962
720,2.594324
721,1.595788
722,2.409566
723,1.820174
724,0.577412
725,3.157912
726,3.179416
727,2.852374
728,1.595788
729,1.046024
730,2.139536
731,6.043952
732,3.415962
733,1.046024
734,0.013824
735,0.175104
736,0.08064
737,0.207472
738,1.432202
739,2.139536
740,3.415962
741,2.078224
742,3.415962
743,2.383762
744,0.013824
745,2.899862
746,1.595788
747,2.104028
748,3.415962
749,2.144144
750,0.013824
751,2.921366
752,2.899862
753,1.595788
754,2.936726
755,1.820174
756,3.429788
757,0.061312
758,0.013824
759,1.859022
760,0.538564
761,0.821638
762,3.157912
763,3.22242
764,5.236138
765,0.319362
766,2.594324
767,2.899862
768,3.415962
769,3.151
770,0.020736
771,0.563588
772,2.078224
773,3.183716
774,3.176344
775,3.151
776,0.020736
777,0.134784
778,0.06048
779,0.154944
780,0.7689
781,1.833998
782,3.415962
783,2.641812
784,1.853838
785,4.713124
786,0.006912
787,0.013824
788,3.22242
789,6.573876
790,2.641812
791,0.013824
792,1.853838
793,3.415962
794,3.415962
795,3.421146
796,0.52474
797,0.013824
798,1.853838
799,1.562124
800,0.061312
801,1.609612
802,0.781638
803,0.061312
804,2.442004
805,0.789766
806,0.115712
807,0.020736
808,0.061312
809,0.047488
810,0.061312
811,0.061312
812,0.006912
813,0.020736
814,0.122624
815,0.061312
816,0.0544
817,0.006912
818,0.074304
819,0.175104
820,0.222592
821,0.114624
822,0.047488
823,0.013824
824,0.061312
825,0.061312
826,0.061312
827,0.061312
828,0.013824
829,0.0
830,0.075136
831,0.061312
832,0.113984
833,0.00864
834,0.013824
835,0.061312
836,0.061312
837,0.047488
838,0.066496
839,0.00864
840,0.075136
841,0.061312
842,0.061312
843,0.013824
844,0.061312
845,0.061312
846,0.013824
847,0.047488
848,0.061312
849,0.013824
850,0.061312
851,0.061312
852,0.061312
853,0.013824
854,0.047488
855,0.013824
856,0.061312
857,0.122624
858,0.061312
859,0.012096
860,0.015552
861,0.175104
862,0.08064
863,0.202432
864,0.146992
865,0.075136
866,0.061312
867,0.013824
868,0.061312
869,0.061312
870,0.013824
871,0.061312
872,0.047488
873,0.013824
874,0.061312
875,0.061312
876,0.013824
877,0.061312
878,0.061312
879,0.047488
880,0.061312
881,0.013824
882,0.075136
883,0.061312
884,0.013824
885,0.047488
886,0.027648
887,0.047488
888,0.061312
889,0.061312
890,0.075136
891,0.061312
892,0.013824
893,0.061312
894,0.061312
895,0.0544
896,0.020736
897,0.047488
898,0.013824
899,0.061312
900,0.061312
901,0.0544
902,0.020736
903,0.114624
904,0.06048
